fra,strate2,jour,PourAvec,tx_indic_7J_DC,tx_indic_7J_hosp,tx_indic_7J_SC,tx_prev_hosp,tx_prev_SC
FR,0,2021-02-14,1,NA,11.3625874515822,2.37353813406378,313953685014802,4.98100312754251
FR,0,2021-02-14,2,NA,1.98316337504011,0.22200701944476,85152356787034,0.446993998882068
FR,0,2021-02-15,0,3.17663735205523,13.2414522268831,2.56276559359052,41345454916595,5.63212438591406
FR,0,2021-02-15,1,NA,11.2329591919064,2.34224855414204,32587352498499,5.16129070709161
FR,0,2021-02-15,2,NA,2.00849303497676,0.220517039448487,875810241809599,0.470833678822445
FR,0,2021-02-16,0,3.10064837224528,13.0641446073266,2.54041589364642,403352484791215,5.56805524607429
FR,0,2021-02-16,1,NA,11.051181632361,2.30946899422402,317708434605411,5.08381174728539
FR,0,2021-02-16,2,NA,2.01296297496558,0.230946899422402,856440501858042,0.484243498788907
FR,0,2021-02-17,0,3.0484990723757,13.1356636471477,2.55233573361661,399165641001687,5.52633580617863
FR,0,2021-02-17,1,NA,11.0794912522902,2.30797901422774,314445378413572,5.04954220737109
FR,0,2021-02-17,2,NA,2.05617239485751,0.244356719388864,847202625881146,0.476793598807539
FR,0,2021-02-18,0,3.01422953246141,13.1252337871738,2.57766539355326,393593115815624,5.54123560614137
FR,0,2021-02-18,1,NA,11.0869411522716,2.31244895421657,310213835224155,5.05252216736364
FR,0,2021-02-18,2,NA,2.03829263490223,0.265216439336694,833792805914684,0.488713438777728
FR,0,2021-02-19,0,2.99336981251358,12.9821957075315,2.55531569360916,388363286028703,5.48759632627552
FR,0,2021-02-19,1,NA,10.8887738127672,2.29009925427246,306906079632428,5.00037286749407
FR,0,2021-02-19,2,NA,2.09342189476435,0.265216439336694,814572063962755,0.487223458781454
FR,0,2021-02-20,0,2.94867041262538,13.1252337871738,2.58511529353463,378603917053112,5.42799712642458
FR,0,2021-02-20,1,NA,11.0094621924653,2.32585877418303,299247582451582,4.97355322756114
FR,0,2021-02-20,2,NA,2.11577159470846,0.259256519351599,793563346015298,0.454443898863436
FR,0,2021-02-21,0,2.89503113275953,13.2891315867639,2.58511529353463,382731161642789,5.47567648630533
FR,0,2021-02-21,1,NA,11.1659100920741,2.32585877418303,303196029441707,5.03464240740836
FR,0,2021-02-21,2,NA,2.12322149468982,0.259256519351599,795351322010826,0.441034078896974
FR,0,2021-02-22,0,2.82053213294585,13.344260846626,2.61789485345264,398286552803885,5.691723585765
FR,0,2021-02-22,1,NA,11.2567988718467,2.36906819407496,316680348407982,5.24174962689038
FR,0,2021-02-22,2,NA,2.08746197477926,0.248826659377685,816062043959029,0.449973958874615
FR,0,2021-02-23,0,2.77732271305392,13.3085013267154,2.60746499347873,392460731018456,5.68427368578363
FR,0,2021-02-23,1,NA,11.2314692119101,2.3780080740526,311793214020205,5.22833980692392
FR,0,2021-02-23,2,NA,2.07703211480534,0.229456919426128,806675169982505,0.455933878859709
FR,0,2021-02-24,0,2.71474355321043,13.1937728670024,2.63130467341911,387886492429896,5.65894402584698
FR,0,2021-02-24,1,NA,11.1584601920927,2.42121749394454,308410959428664,5.20599010697982
FR,0,2021-02-24,2,NA,2.03531267490968,0.210087179474572,794755330012317,0.452953918867162
FR,0,2021-02-25,0,2.69239385326632,13.2459221668719,2.62832471342656,384414839038579,5.62467448593269
FR,0,2021-02-25,1,NA,11.2642487718281,2.44058723389609,306503785033434,5.20450012698355
FR,0,2021-02-25,2,NA,1.98167339504383,0.187737479530469,779110540051445,0.420174358949144
FR,0,2021-02-26,0,2.67302411331477,13.3025414067303,2.73113333316944,379781001250168,5.70960334572028
FR,0,2021-02-26,1,NA,11.4057968714741,2.54935577362406,303672823040514,5.29091896676741
FR,0,2021-02-26,2,NA,1.89674453525624,0.181777559545374,761081782096535,0.41868437895287
FR,0,2021-02-27,0,2.67004415332222,13.3546907065999,2.75944295309863,3715712114707,5.66788390582462
FR,0,2021-02-27,1,NA,11.4892357512654,2.56276559359052,297861901055047,5.26409932683449
FR,0,2021-02-27,2,NA,1.8654549553345,0.19667735950811,73709310415653,0.403784578990135
FR,0,2021-02-28,0,2.6938838332626,13.3070113467192,2.80861229297566,375176963061682,5.76622258557868
FR,0,2021-02-28,1,NA,11.5026455712319,2.61640487345637,301735849045359,5.36243800658854
FR,0,2021-02-28,2,NA,1.80436577548728,0.192207419519289,734411140163238,0.403784578990135
FR,0,2021-03-01,0,2.74603313313217,13.2429422068794,2.87119145281915,389465871225946,5.99418952500853
FR,0,2021-03-01,1,NA,11.4832758312803,2.67898403329986,314355979613796,5.57252518606311
FR,0,2021-03-01,2,NA,1.75966637559907,0.192207419519289,751098916121502,0.421664338945417
FR,0,2021-03-02,0,2.79222251301665,13.3681005265664,2.9471804326291,383148356041746,5.99269954501226
FR,0,2021-03-02,1,NA,11.6456836508741,2.76242291309118,308902652827434,5.58295504603703
FR,0,2021-03-02,2,NA,1.72241687569224,0.184757519537921,742457032143115,0.409744498975229
FR,0,2021-03-03,0,2.83692191290486,13.5007087462347,2.95612031260674,380749488247746,6.00908932497127
FR,0,2021-03-03,1,NA,11.7246525906766,2.75348303311354,307040177832092,5.59934482599604
FR,0,2021-03-03,2,NA,1.77605615555808,0.202637279493204,73709310415653,0.409744498975229
FR,0,2021-03-04,0,2.79222251301665,13.5439181661267,3.03806921240179,37881251425259,6.0582586648483
FR,0,2021-03-04,1,NA,11.7216726306841,2.82649205293094,305728995435372,5.64553420588052
FR,0,2021-03-04,2,NA,1.82224553544256,0.211577159470846,730835188172181,0.412724458967776
FR,0,2021-03-05,0,2.72368343318807,13.6005374059851,3.03210929241669,376652043257993,6.11338792471042
FR,0,2021-03-05,1,NA,11.7514722306096,2.81457221296075,304239015439098,5.69321356576127
FR,0,2021-03-05,2,NA,1.84906517537549,0.21753707945594,72413027818895,0.420174358949144
FR,0,2021-03-06,0,2.69835377325142,13.4738891063018,3.04104917239434,367950560079756,6.08954824477004
FR,0,2021-03-06,1,NA,11.633763810904,2.83841189290113,297116911056911,5.68427368578363
FR,0,2021-03-06,2,NA,1.84012529539785,0.202637279493204,70833649022845,0.405274558986408
FR,0,2021-03-07,0,2.66259425334085,13.5275283861677,3.00230969249122,372092704469396,6.17149714456509
FR,0,2021-03-07,1,NA,11.6605834508369,2.79818243300175,301616650645657,5.76771256557495
FR,0,2021-03-07,2,NA,1.86694493533077,0.204127259489478,704760538237394,0.403784578990135
FR,0,2021-03-08,0,2.6149148934601,13.578187706041,3.00677963248004,387245801031498,6.44267350388687
FR,0,2021-03-08,1,NA,11.6903830507624,2.80563233298311,314951971612305,6.03292900491164
FR,0,2021-03-08,2,NA,1.8878046552786,0.201147299496931,722938294191931,0.409744498975229
FR,0,2021-03-09,0,2.52253613369114,13.4962388062459,3.03657923240552,382880159642417,6.45459334385706
FR,0,2021-03-09,1,NA,11.6590934708406,2.83245197291604,311078023621994,6.05527870485575
FR,0,2021-03-09,2,NA,1.8371453354053,0.204127259489478,718021360204229,0.399314639001314
FR,0,2021-03-10,0,2.50167641374331,13.4276997264173,3.07233875231608,378454919053484,6.43224364391296
FR,0,2021-03-10,1,NA,11.6456836508741,2.88013133279679,307576570630751,6.0522987448632
FR,0,2021-03-10,2,NA,1.78201607554318,0.192207419519289,708783484227332,0.379944899049758
FR,0,2021-03-11,0,2.4852866337843,13.5975574459925,3.10958825222292,376950039257248,6.51866248369683
FR,0,2021-03-11,1,NA,11.8289511904158,2.92334075268872,30669748243295,6.12977770466943
FR,0,2021-03-11,2,NA,1.76860625557672,0.186247499534195,702525568242984,0.388884779027399
FR,0,2021-03-12,0,2.52253613369114,13.627357045918,3.14236781214094,374938566262279,6.59763142349932
FR,0,2021-03-12,1,NA,11.8811004902854,2.96953013257321,305877993434999,6.20576668447938
FR,0,2021-03-12,2,NA,1.74625655563261,0.172837679567733,690605728272795,0.391864739019946
FR,0,2021-03-13,0,2.51806619370232,13.9685624650646,3.16769747207759,367950560079756,6.53356228365956
FR,0,2021-03-13,1,NA,12.1984662294916,2.9978397525024,300573664648265,6.15063742461726
FR,0,2021-03-13,2,NA,1.77009623557299,0.169857719575186,673768954314904,0.382924859042305
FR,0,2021-03-14,0,2.48677661378057,14.2054692844721,3.29583575175712,37423827566403,6.70193002323847
FR,0,2021-03-14,1,NA,12.3936536090035,3.11703815220429,306310087633918,6.31006528421853
FR,0,2021-03-14,2,NA,1.81181567546865,0.178797599552827,679281880301116,0.391864739019946
FR,0,2021-03-15,0,2.46591689383274,14.5362448436449,3.28987583177202,392654428417971,6.94330678263479
FR,0,2021-03-15,1,NA,12.6454602283737,3.10213835224155,322014476794642,6.52760236367447
FR,0,2021-03-15,2,NA,1.89078461527115,0.187737479530469,706399516233295,0.415704418960323
FR,0,2021-03-16,0,2.5135962537135,14.78209154303,3.3137155117124,39019596142412,6.89711740275031
FR,0,2021-03-16,1,NA,12.9091866877141,3.13938785214839,320509596998405,6.49333282376017
FR,0,2021-03-16,2,NA,1.87290485531586,0.174327659564007,696863644257144,0.403784578990135
FR,0,2021-03-17,0,2.51210627371722,15.147136642117,3.39119447151862,390091662824381,6.95522662260498
FR,0,2021-03-17,1,NA,13.27870172679,3.19898705199933,32064369519807,6.53803222364838
FR,0,2021-03-17,2,NA,1.86843491532704,0.192207419519289,694479676263106,0.417194398956597
FR,0,2021-03-18,0,2.53445597366133,15.3482839416139,3.42993395142173,391075049621921,7.00588594247828
FR,0,2021-03-18,1,NA,13.4813390062832,3.23623655190617,321954877594791,6.58273162353659
FR,0,2021-03-18,2,NA,1.86694493533077,0.193697399515563,691201720271304,0.423154318941691
FR,0,2021-03-19,0,2.54786579362779,15.9502358601085,3.53274257116461,393742113815251,7.05058534236649
FR,0,2021-03-19,1,NA,14.0818009447814,3.3360652116565,325590428785698,6.63041098341734
FR,0,2021-03-19,2,NA,1.86843491532704,0.19667735950811,681516850295526,0.420174358949144
FR,0,2021-03-20,0,2.5299860336725,16.094763919747,3.62214137094102,388229187829039,7.08187492228823
FR,0,2021-03-20,1,NA,14.2516586643566,3.41205419146645,322178374594232,6.672130423313
FR,0,2021-03-20,2,NA,1.84310525539039,0.210087179474572,660508132348069,0.409744498975229
FR,0,2021-03-21,0,2.61342491346382,16.2541917793483,3.63555119090749,394963897412195,7.26812242182243
FR,0,2021-03-21,1,NA,14.4542959438498,3.42844397142546,328898184377426,6.85390798285838
FR,0,2021-03-21,2,NA,1.79989583549846,0.207107219482025,660657130347697,0.41421443896405
FR,0,2021-03-22,0,2.61342491346382,16.5268581186663,3.73537985065781,414780631362634,7.56462844108086
FR,0,2021-03-22,1,NA,14.7686817230635,3.52380269118697,346345850133789,7.12359436218389
FR,0,2021-03-22,2,NA,1.7581763956028,0.211577159470846,684347812288446,0.441034078896974
FR,0,2021-03-23,0,2.58958523352345,17.0677208573136,3.84414839038578,416255711558944,7.6301875609169
FR,0,2021-03-23,1,NA,15.2305755219083,3.61171151096711,347612333130622,7.18468354203111
FR,0,2021-03-23,2,NA,1.8371453354053,0.232436879418675,686433784283229,0.445504018885794
FR,0,2021-03-24,0,2.56574555358307,17.2733380967994,3.87990791029635,415346823761218,7.66892704082001
FR,0,2021-03-24,1,NA,15.4510925613568,3.6683307508255,347150439331777,7.23534286190441
FR,0,2021-03-24,2,NA,1.82224553544256,0.211577159470846,681963844294408,0.433584178915606
FR,0,2021-03-25,0,2.59703513350482,17.7218220756777,3.94844699012493,418758877952684,7.76875570057034
FR,0,2021-03-25,1,NA,15.8951066002463,3.73835981065036,350532693923318,7.33219156166219
FR,0,2021-03-25,2,NA,1.82671547543138,0.210087179474572,682261840293663,0.436564138908153
FR,0,2021-03-26,0,2.60746499347873,17.8693300953088,4.02443596993489,422558326943182,7.82388496043246
FR,0,2021-03-26,1,NA,16.0128150199519,3.81732875045286,354510940513368,7.40520058147959
FR,0,2021-03-26,2,NA,1.85651507535686,0.207107219482025,680473864298135,0.41868437895287
FR,0,2021-03-27,0,2.64769445337812,18.1002769947312,4.08999508977092,417060300756932,7.84772464037284
FR,0,2021-03-27,1,NA,16.1975725394899,3.89331773026281,350309196923877,7.44543004137898
FR,0,2021-03-27,2,NA,1.90270445524134,0.19667735950811,667511038330555,0.402294598993861
FR,0,2021-03-28,0,2.59256519351599,18.2313952344033,4.06913536982309,423824809940014,7.93861342014553
FR,0,2021-03-28,1,NA,16.318260919188,3.88139789029262,356850209107518,7.54376872113303
FR,0,2021-03-28,2,NA,1.91313431521525,0.187737479530469,669746008324965,0.394844699012493
FR,0,2021-03-29,0,2.63577461340793,18.5860104735164,4.19429368951007,446472505883372,8.35580781910213
FR,0,2021-03-29,1,NA,16.6207268584316,4.00953616997215,376607343858105,7.94308336013435
FR,0,2021-03-29,2,NA,1.96528361508483,0.184757519537921,698651620252672,0.412724458967776
FR,0,2021-03-30,0,2.72964335317316,18.6679593733114,4.23899308939828,444654730287919,8.3513378791133
FR,0,2021-03-30,1,NA,16.7056557182192,4.07509528980819,37532596106131,7.95053326011572
FR,0,2021-03-30,2,NA,1.96230365509228,0.163897799590092,693287692266087,0.400804618997588
FR,0,2021-03-31,0,2.8175521729533,18.9078461527115,4.33137184916724,442926353492241,8.37070761906486
FR,0,2021-03-31,1,NA,16.9559723575931,4.15555420960696,374193576264142,7.96990300006727
FR,0,2021-03-31,2,NA,1.95187379511836,0.17581763956028,687327772280993,0.400804618997588
FR,0,2021-04-01,0,2.85778163285269,19.0240645924208,4.43567044890639,444714329487769,8.48394609878165
FR,0,2021-04-01,1,NA,17.0379212573882,4.24942294937219,376175249659186,8.07420159980642
FR,0,2021-04-01,2,NA,1.98614333503266,0.186247499534195,685390798285838,0.409744498975229
FR,0,2021-04-02,0,2.89354115276325,19.2118020719513,4.44461032888403,445816914685012,8.56887495856924
FR,0,2021-04-02,1,NA,17.2033090369745,4.26283276933866,377948325854751,8.16807033957166
FR,0,2021-04-02,2,NA,2.00849303497676,0.181777559545374,678685888302607,0.400804618997588
FR,0,2021-04-03,0,2.96655017258066,19.4054994714668,4.49526964875733,438963006702154,8.54950521861769
FR,0,2021-04-03,1,NA,17.4417058363783,4.30008226924549,372792995067645,8.14721061962383
FR,0,2021-04-03,2,NA,1.96379363508855,0.195187379511836,661700116345088,0.402294598993861
FR,0,2021-04-04,0,3.02763935242787,19.7064754307141,4.63979770839587,444639830487956,8.73128277816306
FR,0,2021-04-04,1,NA,17.7352318956442,4.43865040889894,378738015252776,8.33047815916547
FR,0,2021-04-04,2,NA,1.97124353506992,0.201147299496931,659018152351796,0.400804618997588
FR,0,2021-04-05,0,3.0544589923608,19.0240645924208,4.56231874858964,45790065245479,8.98010943754075
FR,0,2021-04-05,1,NA,17.2584382968366,4.37458126905917,391238947421511,8.57334489855806
FR,0,2021-04-05,2,NA,1.76562629558417,0.187737479530469,666617050332791,0.406764538982682
FR,0,2021-04-06,0,3.06935879232353,19.2728912517985,4.62191794844058,47794088340467,9.28853529676937
FR,0,2021-04-06,1,NA,17.5281246761622,4.43120050891757,408954809577204,8.8698509178165
FR,0,2021-04-06,2,NA,1.74476657563634,0.190717439523016,689860738274658,0.41868437895287
FR,0,2021-04-07,0,3.07084877231981,19.2162720119401,4.67406724831016,470222787023973,9.30045513673956
FR,0,2021-04-07,1,NA,17.4625655563261,4.48781974877596,40190720419483,8.88475071777924
FR,0,2021-04-07,2,NA,1.75370645561398,0.186247499534195,683155828291427,0.415704418960323
FR,0,2021-04-08,0,3.05892893234962,19.1358130921413,4.61297806846294,466214740833997,9.28108539678801
FR,0,2021-04-08,1,NA,17.4431958163746,4.44014038889521,398673947602916,8.87134089781278
FR,0,2021-04-08,2,NA,1.69261727576676,0.172837679567733,675407932310805,0.409744498975229
FR,0,2021-04-09,0,3.12150809219311,19.1715726120519,4.6606574283437,464143668639177,9.33025473666503
FR,0,2021-04-09,1,NA,17.5191847961845,4.48483978878342,39733296560627,8.92349019768235
FR,0,2021-04-09,2,NA,1.65238781586738,0.17581763956028,668107030329064,0.406764538982682
FR,0,2021-04-10,0,3.099158392249,19.3012008717277,4.61744800845176,454816393862504,9.24234591688489
FR,0,2021-04-10,1,NA,17.647323075864,4.45653016885422,389495670825871,8.84899119786867
FR,0,2021-04-10,2,NA,1.65387779586365,0.160917839597544,653207230366329,0.39335471901622
FR,0,2021-04-11,0,3.12001811219683,19.2058421519662,4.58019850854492,461208408046518,9.36899421656815
FR,0,2021-04-11,1,NA,17.5609042360802,4.41034078896974,395768486610183,8.96818959757056
FR,0,2021-04-11,2,NA,1.64493791588601,0.169857719575186,654399214363348,0.400804618997588
FR,0,2021-04-12,0,3.13044797217075,19.6498561908557,4.63085782841822,479818258199975,9.69380985575578
FR,0,2021-04-12,1,NA,17.8529403153498,4.44759028887658,412262565168931,9.27065553681409
FR,0,2021-04-12,2,NA,1.79691587550591,0.183267539541648,675556930310432,0.423154318941691
FR,0,2021-04-13,0,3.11256821221547,19.2132920519476,4.57274860856356,473232546616445,9.60739101597192
FR,0,2021-04-13,1,NA,17.3955164564938,4.37607124905545,405542755385738,9.17231685706004
FR,0,2021-04-13,2,NA,1.81777559545374,0.19667735950811,676897912307078,0.43507415891188
FR,0,2021-04-14,0,3.06637883233099,19.2565014718395,4.51612936870516,468375211828594,9.51352227620668
FR,0,2021-04-14,1,NA,17.4029663564752,4.31796202920078,400968516797178,9.06801825732089
FR,0,2021-04-14,2,NA,1.85353511536431,0.198167339504384,674066950314159,0.445504018885794
FR,0,2021-04-15,0,3.09021851227136,19.0911136922531,4.51761934870143,464531063438208,9.47627277629984
FR,0,2021-04-15,1,NA,17.2450284768702,4.31349208921196,397735260205264,9.0277887974215
FR,0,2021-04-15,2,NA,1.84608521538294,0.204127259489478,667958032329437,0.448483978878342
FR,0,2021-04-16,0,3.0484990723757,18.7111687932034,4.40289088898837,461089209646816,9.45541305635201
FR,0,2021-04-16,1,NA,16.9053130377198,4.1868437895287,395381091811152,8.99202927751094
FR,0,2021-04-16,2,NA,1.80585575548355,0.216047099459666,65708117835664,0.463383778841077
FR,0,2021-04-17,0,3.02316941243905,18.4414824138779,4.41034078896974,451151043071671,9.30343509673211
FR,0,2021-04-17,1,NA,16.617746898439,4.19429368951007,38703720383202,8.86240101783513
FR,0,2021-04-17,2,NA,1.82373551543884,0.216047099459666,641138392396513,0.441034078896974
FR,0,2021-04-18,0,2.99336981251358,18.246295034366,4.34776162912625,456216975059001,9.35409441660541
FR,0,2021-04-18,1,NA,16.4165995989421,4.1421443896405,39193923801976,8.91753027769726
FR,0,2021-04-18,2,NA,1.82969543542393,0.205617239485751,642777370392414,0.436564138908153
FR,0,2021-04-19,0,3.0484990723757,18.3014242942281,4.40289088898837,476138007609179,9.73552929565144
FR,0,2021-04-19,1,NA,16.4970585187409,4.19578366950635,40996799597467,9.28257537678428
FR,0,2021-04-19,2,NA,1.80436577548728,0.207107219482025,661700116345088,0.452953918867162
FR,0,2021-04-20,0,3.04551911238316,18.3431437341238,4.39395100901073,470192987424047,9.596961155998
FR,0,2021-04-20,1,NA,16.6102969984576,4.20174358949144,404469969788421,9.14996715711593
FR,0,2021-04-20,2,NA,1.73284673566615,0.192207419519289,657230176356267,0.446993998882068
FR,0,2021-04-21,0,3.0768086923049,18.1554062545933,4.37160130906663,464471464238357,9.58206135603526
FR,0,2021-04-21,1,NA,16.4896086187595,4.19578366950635,399731833400271,9.15592707710103
FR,0,2021-04-21,2,NA,1.66579763583384,0.17581763956028,647396308380862,0.426134278934238
FR,0,2021-04-22,0,3.04551911238316,17.8797599552827,4.34180170914115,459107536251772,9.5463018361247
FR,0,2021-04-22,1,NA,16.219922239434,4.16300410958833,395366192011189,9.12463749717928
FR,0,2021-04-22,2,NA,1.65983771584875,0.178797599552827,637413442405829,0.421664338945417
FR,0,2021-04-23,0,2.97698003255457,17.7650314955697,4.31200210921568,455039890861945,9.4673328963222
FR,0,2021-04-23,1,NA,16.0992338597358,4.13171452966658,392058436419462,9.03374871740659
FR,0,2021-04-23,2,NA,1.66579763583384,0.180287579549101,629814544424834,0.433584178915606
FR,0,2021-04-24,0,3.00081971249495,17.4357459163932,4.24793296937592,443045551891943,9.33621465665013
FR,0,2021-04-24,1,NA,15.7997478804848,4.06913536982309,381613676645584,8.92200021768608
FR,0,2021-04-24,2,NA,1.63599803590837,0.178797599552827,614318752463589,0.41421443896405
FR,0,2021-04-25,0,2.98889987252476,17.2077789769633,4.21068346946908,445504018885794,9.37644411654951
FR,0,2021-04-25,1,NA,15.5956206209954,4.02741592992743,384131742839287,8.96073969758919
FR,0,2021-04-25,2,NA,1.61215835596799,0.183267539541648,613722760465079,0.415704418960323
FR,0,2021-04-26,0,2.93079065267009,16.7458851781185,4.02443596993489,46105941004689,9.56567157607626
FR,0,2021-04-26,1,NA,15.1560765220947,3.86202815034107,397809759205078,9.14102727713829
FR,0,2021-04-26,2,NA,1.58980865602389,0.162407819593818,632496508418126,0.424644298937965
FR,0,2021-04-27,0,2.93824055265146,16.3137909791992,3.92460731018456,451925832669734,9.34664451662404
FR,0,2021-04-27,1,NA,14.7537819231008,3.75772955060192,389510570625834,8.92945011766744
FR,0,2021-04-27,2,NA,1.56000905609842,0.166877759582639,624152620438994,0.417194398956597
FR,0,2021-04-28,0,2.9188708126999,15.8489172203619,3.81732875045286,442583658093098,9.24234591688489
FR,0,2021-04-28,1,NA,14.2933781042523,3.63406121091121,381151782846739,8.8191915979432
FR,0,2021-04-28,2,NA,1.5555391161096,0.183267539541648,614318752463589,0.423154318941691
FR,0,2021-04-29,0,2.85927161284896,15.3795735215357,3.62810129092612,43382257571501,9.03821865739542
FR,0,2021-04-29,1,NA,13.8583039453404,3.45526361135839,37282279466757,8.6105943984649
FR,0,2021-04-29,2,NA,1.5212695761953,0.172837679567733,609997810474395,0.427624258930512
FR,0,2021-04-30,0,2.84735177287877,14.9817488625306,3.57893195104909,428115952329282,8.88922065776806
FR,0,2021-04-30,1,NA,13.5081586462161,3.41354417146273,368293255478899,8.46159639883755
FR,0,2021-04-30,2,NA,1.47359021631455,0.165387779586365,598226968503834,0.427624258930512
FR,0,2021-05-01,0,2.75199305311727,14.5273049636672,3.42099407144409,411457975970944,8.58973467851707
FR,0,2021-05-01,1,NA,13.0969241672446,3.24219647189127,353587152915679,8.15615049960147
FR,0,2021-05-01,2,NA,1.43038079642262,0.178797599552827,578708230552651,0.433584178915606
FR,0,2021-05-02,0,2.69090387327005,14.1950394244982,3.33904517164905,413633346765503,8.59718457849844
FR,0,2021-05-02,1,NA,12.7870083280197,3.16173755209249,355911521709865,8.15913045959401
FR,0,2021-05-02,2,NA,1.40803109647851,0.177307619556554,577218250556377,0.438054118904427
FR,0,2021-05-03,0,2.61044495347128,13.5215684661826,3.19302713201424,423988707739604,8.71638297820033
FR,0,2021-05-03,1,NA,12.1746265495513,3.01422953246141,36492590068732,8.27087895931453
FR,0,2021-05-03,2,NA,1.3469419166313,0.178797599552827,590628070522839,0.445504018885794
FR,0,2021-05-04,0,2.50465637373585,12.8808770677849,3.04700909237943,409610400775564,8.43179679891208
FR,0,2021-05-04,1,NA,11.5816145110344,2.86374155283778,351977974519703,7.98480280003001
FR,0,2021-05-04,2,NA,1.29926255675054,0.183267539541648,576324262558613,0.446993998882068
FR,0,2021-05-05,0,2.39886779400043,12.2237958894283,2.92185077269245,396036683009512,8.24703927937415
FR,0,2021-05-05,1,NA,10.9707227125622,2.74156319314335,339372743751229,7.79706532049954
FR,0,2021-05-05,2,NA,1.25307317686606,0.180287579549101,566639392582835,0.449973958874615
FR,0,2021-05-06,0,2.41376759396317,11.8632207303301,2.82053213294585,3849661316372,7.97735290004864
FR,0,2021-05-06,1,NA,10.6637868333299,2.64173453339302,329777272575227,7.53333886115912
FR,0,2021-05-06,2,NA,1.19943389700022,0.178797599552827,551888590619727,0.444014038889521
FR,0,2021-05-07,0,2.38247801404142,11.1480303321188,2.65812431335203,372569498068204,7.7315062006635
FR,0,2021-05-07,1,NA,9.96647619507384,2.49124655376939,318423625003622,7.30537192172926
FR,0,2021-05-07,2,NA,1.18155413704493,0.166877759582639,541458730645812,0.426134278934238
FR,0,2021-05-08,0,2.33777861415322,10.7829852330318,2.57915537354953,356507513708375,7.4275502814237
FR,0,2021-05-08,1,NA,9.62229081593465,2.42419745393708,304417813038651,7.01780578244847
FR,0,2021-05-08,2,NA,1.1606944170971,0.15495791961245,520897006697237,0.409744498975229
FR,0,2021-05-09,0,2.32287881419048,10.4566796138478,2.43760727390354,356552213108263,7.36646110157648
FR,0,2021-05-09,1,NA,9.27661545679918,2.29754915425383,304164516439285,6.9596965625938
FR,0,2021-05-09,2,NA,1.18006415704866,0.140058119649715,523876966689784,0.406764538982682
FR,0,2021-05-10,0,2.26774955432836,10.1095142747161,2.37949805404888,36459810508814,7.41712042144978
FR,0,2021-05-10,1,NA,8.96222967758546,2.24390987438798,31116742242177,7.01184586246337
FR,0,2021-05-10,2,NA,1.14728459713064,0.135588179660894,534306826663699,0.405274558986408
FR,0,2021-05-11,0,2.18878061452586,9.54928179611725,2.23348001441407,348551020528274,7.09081480226587
FR,0,2021-05-11,1,NA,8.46010641884127,2.10981167472336,296833814857619,6.69299014326083
FR,0,2021-05-11,2,NA,1.08917537727597,0.123668339690705,517172056706553,0.397824659005041
FR,0,2021-05-12,0,2.12024153469728,9.10079781723891,2.09491187476063,334560108363265,6.83602822290309
FR,0,2021-05-12,1,NA,8.09357133975798,1.98316337504011,284526580088399,6.44863342387197
FR,0,2021-05-12,2,NA,1.00722647748093,0.111748499720517,500335282748661,0.387394799031126
FR,0,2021-05-13,0,1.96230365509228,8.31110841921392,1.93548401515935,31764883540556,6.50525266373036
FR,0,2021-05-13,1,NA,7.38881080152058,1.84310525539039,269343683926371,6.13573762465452
FR,0,2021-05-13,2,NA,0.922297617693334,0.0923787597689607,483051514791888,0.369515039075843
FR,0,2021-05-14,0,1.85055515537176,7.9177537001977,1.84161527539412,319585809400716,6.50376268373409
FR,0,2021-05-14,1,NA,7.04313544238512,1.75370645561398,271265758121564,6.13871758464707
FR,0,2021-05-14,2,NA,0.87461825781258,0.08790881978014,483200512791516,0.365045099087022
FR,0,2021-05-15,0,1.7581763956028,7.59442804100633,1.76860625557672,305952492434813,6.24152620438994
FR,0,2021-05-15,1,NA,6.73768954314904,1.68367739578912,258675427153053,5.88095104529174
FR,0,2021-05-15,2,NA,0.856738497857297,0.0849288597875929,472770652817601,0.360575159098201
FR,0,2021-05-16,0,1.60321847599035,7.2636524818336,1.7298667756736,305058504437049,6.19384684450919
FR,0,2021-05-16,1,NA,6.47396308380862,1.64195795589346,258079435154543,5.83625164540353
FR,0,2021-05-16,2,NA,0.789689398024987,0.08790881978014,469790692825053,0.357595199105654
FR,0,2021-05-17,0,1.5212695761953,6.8583779228472,1.60321847599035,311212121821658,6.24152620438994
FR,0,2021-05-17,1,NA,6.12381778468433,1.51381967621394,263353964341352,5.87648110530292
FR,0,2021-05-17,2,NA,0.734560138162865,0.0893987997764136,478581574803068,0.365045099087022
FR,0,2021-05-18,0,1.47210023631828,6.57528172355522,1.58384873603879,298115197654414,5.9450201851315
FR,0,2021-05-18,1,NA,5.89734082525075,1.49742989625493,252492010168517,5.60083480599231
FR,0,2021-05-18,2,NA,0.67794089830447,0.0864188397838665,456231874858964,0.344185379139192
FR,0,2021-05-19,0,1.38270143654186,6.36966448406947,1.52871947617667,286344355683853,5.73046306566811
FR,0,2021-05-19,1,NA,5.7140732857091,1.45124051637045,242315446793969,5.39670754650283
FR,0,2021-05-19,2,NA,0.655591198360366,0.0774789598062251,440289088898837,0.333755519165277
FR,0,2021-05-20,0,1.3469419166313,6.33241498416263,1.55702909610587,276167792309304,5.51441596620845
FR,0,2021-05-20,1,NA,5.66490394583208,1.46465033633691,233256368416626,5.17172056706553
